file_name,full_path,extension,parent_folder,size_bytes,size_mb,mime_type,file_hash,is_duplicate,duplicate_of
sw.js,D:\NeXuS\NXCore-Control\apps\AeroCaller\sw.js,.js,AeroCaller,1196,0,text/javascript,4c8b156ccb370b4f609bf67a5453015630c714aa937c328cf0d60cf00b0c0038,FALSE,
sw.zip,D:\NeXuS\NXCore-Control\apps\AeroCaller\sw.zip,.zip,AeroCaller,178068,0.17,application/x-zip-compressed,7abf7ee70425b813160c18b16a49b61f6dabde5d248fa178779d0004595dba12,FALSE,
aerocaller-coturn-pack (1).zip,D:\NeXuS\NXCore-Control\build files\aerocaller-coturn-pack (1).zip,.zip,build files,4985,0,application/x-zip-compressed,992e83fd7890bd3d0acb59c29f8954e1e1deddd73126c7cec03c16bfc3f4dc56,FALSE,
AeroCoreOS_Splash_Pack.zip,D:\NeXuS\NXCore-Control\build files\AeroCoreOS_Splash_Pack.zip,.zip,build files,254865,0.24,application/x-zip-compressed,3de96410f9d5ade827aad645c0234a9d28bea2380be829af0cb83eab31442540,FALSE,
AeroVista_All_in_One_Installer_v2.zip,D:\NeXuS\NXCore-Control\build files\AeroVista_All_in_One_Installer_v2.zip,.zip,build files,6226,0.01,application/x-zip-compressed,41a1f8d850726a275ffe3985b56ce1f7fa371e4d4036f9a1c5b8ab537f4ae02a,FALSE,
AeroVista_Image_Build_Playbook_v1.1_2025-10-12.md,D:\NeXuS\NXCore-Control\build files\AeroVista_Image_Build_Playbook_v1.1_2025-10-12.md,.md,build files,30430,0.03,text/markdown,de4e9bb586977124d44a10d97c906690dc3a2683de6850ef9153c1783870a226,FALSE,
AeroVista_Imaging_QuickStart_2025-10-12.txt,D:\NeXuS\NXCore-Control\build files\AeroVista_Imaging_QuickStart_2025-10-12.txt,.txt,build files,1385,0,text/plain,759c253ee4f36f7addc3e951bc234cc44f91999265d8b17102dc4d80d60d4968,FALSE,
AeroVista_Inspection_Provision_Pack.zip,D:\NeXuS\NXCore-Control\build files\AeroVista_Inspection_Provision_Pack.zip,.zip,build files,3373,0,application/x-zip-compressed,81169e6e62b6950f6ec03d0e133de242fd8fa0bf53d975da0be6bf4221448025,FALSE,
Collaborator_PC_Checklist_2025-10-12.md,D:\NeXuS\NXCore-Control\build files\Collaborator_PC_Checklist_2025-10-12.md,.md,build files,4396,0,text/markdown,a237d21e53fedd084e0b07dd9ef98082cdd99b81dd1ed7e422ada94d98f395f7,FALSE,
Collaborator_PC_Checklist_Interactive_2025-10-12.html,D:\NeXuS\NXCore-Control\build files\Collaborator_PC_Checklist_Interactive_2025-10-12.html,.html,build files,12198,0.01,text/html,a26efb425ffff69b27271e8c279f6933fbccb9418a795478b3be8e4169e13556,FALSE,
compose_files_ports.csv,D:\NeXuS\NXCore-Control\build files\compose_files_ports.csv,.csv,build files,1700,0,application/vnd.ms-excel,47c7c35848ef3e5f37d5722d25cd7f95610071bf31c320df4a5b77a021d9e9bf,FALSE,
Dell_OptiPlex_3050SFF_Label_Summary.md,D:\NeXuS\NXCore-Control\build files\Dell_OptiPlex_3050SFF_Label_Summary.md,.md,build files,1202,0,text/markdown,5723c0051aaa1c80cf72fe02593a6f82a1c83a901864bfc46f892968d7dfc415,FALSE,
duplicates_by_hash.csv,D:\NeXuS\NXCore-Control\build files\duplicates_by_hash.csv,.csv,build files,53,0,application/vnd.ms-excel,ff03700ff9301906411deb6bbc2990f02a0eae039f8246c0f2a1f5e1fe6b6914,TRUE,D:\NeXuS\NXCore-Control\build files\duplicates_by_name_size.csv
duplicates_by_name_size.csv,D:\NeXuS\NXCore-Control\build files\duplicates_by_name_size.csv,.csv,build files,53,0,application/vnd.ms-excel,ff03700ff9301906411deb6bbc2990f02a0eae039f8246c0f2a1f5e1fe6b6914,FALSE,
external_port_map.csv,D:\NeXuS\NXCore-Control\build files\external_port_map.csv,.csv,build files,371,0,application/vnd.ms-excel,1c21fb51a87fc171ec709ac06b98c618b5f4d5ad0921f9c71ba3e7b922766555,FALSE,
fleet_layer_bundle.zip,D:\NeXuS\NXCore-Control\build files\fleet_layer_bundle.zip,.zip,build files,1436,0,application/x-zip-compressed,ddd4474458f06ecf05c11903689216934702cd65fd74b7a04d6d3713849f7bd4,FALSE,
full_inventory.csv,D:\NeXuS\NXCore-Control\build files\full_inventory.csv,.csv,build files,10322,0.01,application/vnd.ms-excel,c508e65bfe79d01ff070097ab374f51fe19c4d36f0c673443245474b3e5eb7b0,FALSE,
index (14).html,D:\NeXuS\NXCore-Control\build files\index (14).html,.html,build files,2188,0,text/html,1f97fc30727627eb15dd693c20fa9c9ebfbaed8ea2de5f0d9e48a497e7d2d611,TRUE,D:\NeXuS\NXCore-Control\aerocoreos_splash\index.html
Media_PC_Overview.md,D:\NeXuS\NXCore-Control\build files\Media_PC_Overview.md,.md,build files,5872,0.01,text/markdown,9bc61b70f6edfb8904dc690dd6636bd805e52d0cdb1f867f91f7f33efe68e563,FALSE,
media-backup.service,D:\NeXuS\NXCore-Control\build files\media-backup.service,.service,build files,109,0,unknown,80b143d65e70269a4e3c7fd08b7ebbd774d4ef50d922b77d5e2808c832e13bc5,FALSE,
media-backup.sh,D:\NeXuS\NXCore-Control\build files\media-backup.sh,.sh,build files,1025,0,application/x-sh,67f818316d2c8c5a2b2b83c4a8482a7d81f726c3871bdf9ff65db3128452a991,FALSE,
media-backup.timer,D:\NeXuS\NXCore-Control\build files\media-backup.timer,.timer,build files,145,0,unknown,b40f1c0d6975680f19cbc3732174f00d2b95dc674d8a43df77aafc2067390012,FALSE,
nxcore_bootstrap_bundle.zip,D:\NeXuS\NXCore-Control\build files\nxcore_bootstrap_bundle.zip,.zip,build files,1114,0,application/x-zip-compressed,6905b6ee0fe98204439fda0f7ba596c7ff835b74cb44da20b46c5850f6f2a89f,FALSE,
nxcore_readme_server_setup_ops.md,D:\NeXuS\NXCore-Control\build files\nxcore_readme_server_setup_ops.md,.md,build files,9753,0.01,text/markdown,8912c43de95be57f77f2a14b294b98b48a23098fcc06df28d3f8ded4ad4f6447,TRUE,D:\NeXuS\NXCore-Control\apps\AeroCaller\nxcore_readme_server_setup_ops.md
NXCore_Server_Build_Checklist_2025-10-12.md,D:\NeXuS\NXCore-Control\build files\NXCore_Server_Build_Checklist_2025-10-12.md,.md,build files,6566,0.01,text/markdown,509ab40316fb89d2cb885cd393a9c6114164dc94ce77033923d1a5313a86b594,FALSE,
NXCore_Server_Build_Guide.md,D:\NeXuS\NXCore-Control\build files\NXCore_Server_Build_Guide.md,.md,build files,6863,0.01,text/markdown,ace75fcaa4dbf95153543dcf84cd4e9acb63fbd79405bbbfe0c5b7cccb933f3c,FALSE,
NXCore_Server_Checklist_Interactive_2025-10-12.html,D:\NeXuS\NXCore-Control\build files\NXCore_Server_Checklist_Interactive_2025-10-12.html,.html,build files,16224,0.02,text/html,b7f3e5d782f2e7609e645011c1ef80bb74bcf4d891764c4c054a289d16afb2fc,FALSE,
NXCore-Control (1).zip,D:\NeXuS\NXCore-Control\build files\NXCore-Control (1).zip,.zip,build files,9072,0.01,application/x-zip-compressed,a4af74977c622fb1249072dc5bae9fb46516b3a7abbcca695e05e0ca221c72cb,FALSE,
OptiPlex_3050_Image_Optimization_Playbook.md,D:\NeXuS\NXCore-Control\build files\OptiPlex_3050_Image_Optimization_Playbook.md,.md,build files,6487,0.01,text/markdown,7940e3450da2210837f5c0be2fe3d260b77af273bfb2153741f3d125ea8fafde,FALSE,
port_conflicts.csv,D:\NeXuS\NXCore-Control\build files\port_conflicts.csv,.csv,build files,27,0,application/vnd.ms-excel,78712b1cd4e9f79ff90e3b4dcd7bfbfa31f1c7605326f956a85b6a74cbb1b6fe,FALSE,
setup_server.sh,D:\NeXuS\NXCore-Control\build files\setup_server.sh,.sh,build files,2352,0,application/x-sh,cbeedf807e33ec624027c66cd77cc8d0703125f67fc20f5a1adea140496f7427,FALSE,
setup_workstation (1).ps1,D:\NeXuS\NXCore-Control\build files\setup_workstation (1).ps1,.ps1,build files,5066,0,unknown,0fa7f995546b19249ed287aa29c407cacab8e52893735c1358d01f05df1a194e,TRUE,D:\NeXuS\NXCore-Control\scripts\ps\setup_workstation.ps1
Workstation_Inventory_Template.csv,D:\NeXuS\NXCore-Control\build files\Workstation_Inventory_Template.csv,.csv,build files,473,0,application/vnd.ms-excel,04818665b93609b33aa72666ddee3b3be001156e05716ff113d9e0ced7f72c22,FALSE,
tailscale-acl.json,D:\NeXuS\NXCore-Control\configs\tailscale-acl.json,.json,configs,176,0,application/json,527f955b24c36b32de98e5909319182819ea7211310cebb078cd6bb43489ea13,FALSE,
ufw-rules.txt,D:\NeXuS\NXCore-Control\configs\ufw-rules.txt,.txt,configs,155,0,text/plain,3642d1dffaf42141552f446ab40bfc40191272f889975462173d4ccc67c7d1f0,FALSE,
cursor.json,D:\NeXuS\NXCore-Control\cursor.json,.json,NXCore-Control,751,0,application/json,32eaf1df4b597efc8a9ada6bf1cf8e438b00ace9a805dbdd703339d692548179,FALSE,
compose-aerocaller.yml,D:\NeXuS\NXCore-Control\docker\compose-aerocaller.yml,.yml,docker,737,0,unknown,e4f993b25846315b2230c9abf5f68ea8a90df85e0a567a7739c89198a327d57f,FALSE,
compose-filebrowser.yml,D:\NeXuS\NXCore-Control\docker\compose-filebrowser.yml,.yml,docker,288,0,unknown,cd635ba0731cbcaad36f8b6bb0b3b1ae408b4d6d70854ca88c6c22d955be34cc,FALSE,
compose-n8n.yml,D:\NeXuS\NXCore-Control\docker\compose-n8n.yml,.yml,docker,326,0,unknown,f5413ccae72d3b491e8b8a2fcab93bb08e139cde0177a39935bc6218ab09874e,FALSE,
compose-portainer.yml,D:\NeXuS\NXCore-Control\docker\compose-portainer.yml,.yml,docker,1201,0,unknown,2e5533922a82b345e1a553605346fba3509e24bf5c1bb059627e68d8c0cbf61a,FALSE,
compose-traefik.yml,D:\NeXuS\NXCore-Control\docker\compose-traefik.yml,.yml,docker,1363,0,unknown,0ebd8dba8effbb1b6bf048dee1913788f54f86dcaf5d682db6a9f21a42da7a07,FALSE,
traefik-dynamic.yml,D:\NeXuS\NXCore-Control\docker\traefik-dynamic.yml,.yml,docker,1218,0,unknown,e54fddf54e896421b73a225157dec48c2ad5fd746cd63fd1647c7d2e357577af,FALSE,
hosts.ini,D:\NeXuS\NXCore-Control\inventory\hosts.ini,.ini,inventory,42,0,unknown,8982493be855e2a8f33e380972a9e78e3c81fb952626128c5d13d2a7e3945999,FALSE,
README.md,D:\NeXuS\NXCore-Control\README.md,.md,NXCore-Control,5589,0.01,text/markdown,61c2f0e385c9179390632569539e0523b62cba7c0504ac5563ce2948f0126de1,FALSE,
backup-nxcore.ps1,D:\NeXuS\NXCore-Control\scripts\ps\backup-nxcore.ps1,.ps1,ps,480,0,unknown,1564fb88cc2c6e615557ee8570f93b496f9a536d951e00ec9a683796ee8afe3e,FALSE,
deploy-containers.hardened.ps1,D:\NeXuS\NXCore-Control\scripts\ps\deploy-containers.hardened.ps1,.ps1,ps,4065,0,unknown,ad347212006b5dd6bc599a55ed18b4369f9ef72cfb12263a936683f95cc61ec2,FALSE,
deploy-containers.hardened.v2.ps1,D:\NeXuS\NXCore-Control\scripts\ps\deploy-containers.hardened.v2.ps1,.ps1,ps,3053,0,unknown,d9fd56cc5a6134e1c666c2fc86ab1e0cc5d0e60a20f048cbde84837e9ecee95e,FALSE,
deploy-containers.hardened.v3.ps1,D:\NeXuS\NXCore-Control\scripts\ps\deploy-containers.hardened.v3.ps1,.ps1,ps,3194,0,unknown,d6f062e44735d80e1c2c305e42d8f91ac503cd537c2333c3f0da76838b9fae9b,FALSE,
deploy-containers.original.txt,D:\NeXuS\NXCore-Control\scripts\ps\deploy-containers.original.txt,.txt,ps,711,0,text/plain,e908e194ba2212adac9770945d94b51c3fa5d95e714c017b966db62716368693,FALSE,
deploy-containers.ps1,D:\NeXuS\NXCore-Control\scripts\ps\deploy-containers.ps1,.ps1,ps,2622,0,unknown,cb5c3dbbfc1a136dcee27c09ce92a509efc9f9a1b45f081dec946dca54fe9fc0,FALSE,
setup_workstation.ps1,D:\NeXuS\NXCore-Control\scripts\ps\setup_workstation.ps1,.ps1,ps,5066,0,unknown,0fa7f995546b19249ed287aa29c407cacab8e52893735c1358d01f05df1a194e,FALSE,
sync-config.ps1,D:\NeXuS\NXCore-Control\scripts\ps\sync-config.ps1,.ps1,ps,2988,0,unknown,113cea0caa87b20e4f458bb8e20f5f997e2508d7df00d964b47297a3e453fbf9,FALSE,
scp-to-nxcore.bat,D:\NeXuS\NXCore-Control\scripts\scp-to-nxcore.bat,.bat,scripts,225,0,text/plain,5653b1b7a4dcef57af2ed559104fb9752ad5bd20750f469dc0c18431004d5cad,FALSE,
ssh-nxcore.bat,D:\NeXuS\NXCore-Control\scripts\ssh-nxcore.bat,.bat,scripts,66,0,text/plain,42dd552c575b8b8ca538507db2644ae038e66170ff30205fe402ad3345ac853b,FALSE,
.env,D:\NeXuS\NXCore-Control\utils\coturn\.env,,coturn,289,0,unknown,1615d66e844c37062b02c874b83be7defda42cab683a033e86d9342045a1a3fe,FALSE,
client_snippets.md,D:\NeXuS\NXCore-Control\utils\coturn\client_snippets.md,.md,coturn,1256,0,text/markdown,3c805ad0abc503b92ac5221036162c64e0fc43245bcc43a8031466fed577942f,FALSE,
docker-compose.yml,D:\NeXuS\NXCore-Control\utils\coturn\docker-compose.yml,.yml,coturn,1027,0,unknown,b2782d1bf8c14ab62a7a958cd95aab74a3d176ba595cc4116ff95d36957a997d,FALSE,
generate_turn_cred.js,D:\NeXuS\NXCore-Control\utils\coturn\generate_turn_cred.js,.js,coturn,549,0,text/javascript,b722d48c43cf093a3a4dde63fc1a461d07be4a880638235966a1c0d6037fcf8e,FALSE,
install_coturn_docker.sh,D:\NeXuS\NXCore-Control\utils\coturn\install_coturn_docker.sh,.sh,coturn,1581,0,application/x-sh,1abb66eca8939baefa9a9180efec7796c208f47526f96554f0cf8350d836697d,FALSE,
install_coturn_native.sh,D:\NeXuS\NXCore-Control\utils\coturn\install_coturn_native.sh,.sh,coturn,772,0,application/x-sh,46568c4e14beb902e38d6d8d86939b2c6e4506baf933e3c9a291eabb0531cb51,FALSE,
README.md,D:\NeXuS\NXCore-Control\utils\coturn\README.md,.md,coturn,1698,0,text/markdown,a4a6cda5bfc24be2fe84d51533797162d531c25102157f0d6974aceff6063784,FALSE,
verify_turn.sh,D:\NeXuS\NXCore-Control\utils\coturn\verify_turn.sh,.sh,coturn,523,0,application/x-sh,7a1f740706235c467ee0e7a138e0237878139e8b538ace9ce961624140836068,FALSE,
install-ssh.ps1,D:\NeXuS\NXCore-Control\utils\windows\install-ssh.ps1,.ps1,windows,100,0,unknown,b18f3992b46f662b3790f920258e91b23cd982e29bf0d7a776bec3002bfb07ce,FALSE,
winget-install.bat,D:\NeXuS\NXCore-Control\utils\windows\winget-install.bat,.bat,windows,113,0,text/plain,fe375487b420c0ac366332bdaa1e84739b7570c816ba11f4531b10a0c2c5af45,FALSE,
